study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	library_strategy	library_source	experiment_title	study_title	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy	sample_alias	sample_title
PRJEB30958	SAMEA5242854	ERS3050256	ERX3151476	ERR3090649	9606	Homo sapiens	Illumina HiSeq 2500	S22_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090649/ERR3090649.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090649/ERR3090649.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090649/mirs_144_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090649/mirs_144_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090649	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090649			mirs_144	classifiedReads
PRJEB30958	SAMEA5242855	ERS3050257	ERX3151477	ERR3090650	9606	Homo sapiens	Illumina HiSeq 2500	S23_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090650/ERR3090650.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090650/ERR3090650.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090650/mirs_145_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090650/mirs_145_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090650	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090650			mirs_145	classifiedReads
PRJEB30958	SAMEA5242856	ERS3050258	ERX3151478	ERR3090651	9606	Homo sapiens	Illumina HiSeq 2500	S23_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090651/ERR3090651.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090651/ERR3090651.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090651/mirs_146_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090651/mirs_146_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090651	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090651			mirs_146	classifiedReads
PRJEB30958	SAMEA5242857	ERS3050259	ERX3151479	ERR3090652	9606	Homo sapiens	Illumina HiSeq 2500	S23_T4	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090652/ERR3090652.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090652/ERR3090652.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090652/mirs_147_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090652/mirs_147_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090652	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090652			mirs_147	classifiedReads
PRJEB30958	SAMEA5242858	ERS3050260	ERX3151480	ERR3090653	9606	Homo sapiens	Illumina HiSeq 2500	S23_T5	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090653/ERR3090653.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090653/ERR3090653.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090653/mirs_148_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090653/mirs_148_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090653	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090653			mirs_148	classifiedReads
PRJEB30958	SAMEA5242859	ERS3050261	ERX3151481	ERR3090654	9606	Homo sapiens	Illumina HiSeq 2500	S23_T6	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090654/ERR3090654.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090654/ERR3090654.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090654/mirs_149_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090654/mirs_149_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090654	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090654			mirs_149	classifiedReads
PRJEB30958	SAMEA5242860	ERS3050262	ERX3151482	ERR3090655	9606	Homo sapiens	Illumina HiSeq 2500	S24_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090655/ERR3090655.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090655/ERR3090655.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090655/mirs_150_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090655/mirs_150_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090655	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090655			mirs_150	classifiedReads
PRJEB30958	SAMEA5242861	ERS3050263	ERX3151483	ERR3090656	9606	Homo sapiens	Illumina HiSeq 2500	S24_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090656/ERR3090656.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090656/ERR3090656.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090656/mirs_152_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090656/mirs_152_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090656	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090656			mirs_152	classifiedReads
PRJEB30958	SAMEA5242862	ERS3050264	ERX3151484	ERR3090657	9606	Homo sapiens	Illumina HiSeq 2500	S24_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090657/ERR3090657.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090657/ERR3090657.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090657/mirs_153_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090657/mirs_153_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090657	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090657			mirs_153	classifiedReads
PRJEB30958	SAMEA5242863	ERS3050265	ERX3151485	ERR3090658	9606	Homo sapiens	Illumina HiSeq 2500	S26_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090658/ERR3090658.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090658/ERR3090658.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090658/mirs_156_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090658/mirs_156_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090658	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090658			mirs_156	classifiedReads
PRJEB30958	SAMEA5242864	ERS3050266	ERX3151486	ERR3090659	9606	Homo sapiens	Illumina HiSeq 2500	S26_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090659/ERR3090659.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090659/ERR3090659.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090659/mirs_157_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090659/mirs_157_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090659	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090659			mirs_157	classifiedReads
PRJEB30958	SAMEA5242865	ERS3050267	ERX3151487	ERR3090660	9606	Homo sapiens	Illumina HiSeq 2500	S26_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090660/ERR3090660.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090660/ERR3090660.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090660/mirs_158_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090660/mirs_158_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090660	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090660			mirs_158	classifiedReads
PRJEB30958	SAMEA5242866	ERS3050268	ERX3151488	ERR3090661	9606	Homo sapiens	Illumina HiSeq 2500	S27_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090661/ERR3090661.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090661/ERR3090661.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090661/mirs_159_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090661/mirs_159_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090661	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090661			mirs_159	classifiedReads
PRJEB30958	SAMEA5242867	ERS3050269	ERX3151489	ERR3090662	9606	Homo sapiens	Illumina HiSeq 2500	S27_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090662/ERR3090662.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090662/ERR3090662.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090662/mirs_160_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090662/mirs_160_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090662	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090662			mirs_160	classifiedReads
PRJEB30958	SAMEA5242868	ERS3050270	ERX3151490	ERR3090663	9606	Homo sapiens	Illumina HiSeq 2500	S27_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090663/ERR3090663.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090663/ERR3090663.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090663/mirs_161_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090663/mirs_161_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090663	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090663			mirs_161	classifiedReads
PRJEB30958	SAMEA5242869	ERS3050271	ERX3151491	ERR3090664	9606	Homo sapiens	Illumina HiSeq 2500	S27_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090664/ERR3090664.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090664/ERR3090664.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090664/mirs_162_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090664/mirs_162_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090664	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090664			mirs_162	classifiedReads
PRJEB30958	SAMEA5242870	ERS3050272	ERX3151492	ERR3090665	9606	Homo sapiens	Illumina HiSeq 2500	S27_T4	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090665/ERR3090665.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090665/ERR3090665.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090665/mirs_163_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090665/mirs_163_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090665	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090665			mirs_163	classifiedReads
PRJEB30958	SAMEA5242871	ERS3050273	ERX3151493	ERR3090666	9606	Homo sapiens	Illumina HiSeq 2500	S27_T5	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090666/ERR3090666.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090666/ERR3090666.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090666/mirs_164_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090666/mirs_164_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090666	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090666			mirs_164	classifiedReads
PRJEB30958	SAMEA5242872	ERS3050274	ERX3151494	ERR3090667	9606	Homo sapiens	Illumina HiSeq 2500	S27_T6	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090667/ERR3090667.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090667/ERR3090667.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090667/mirs_165_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090667/mirs_165_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090667	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090667			mirs_165	classifiedReads
PRJEB30958	SAMEA5242873	ERS3050275	ERX3151495	ERR3090668	9606	Homo sapiens	Illumina HiSeq 2500	S29_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090668/ERR3090668.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090668/ERR3090668.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090668/mirs_166_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090668/mirs_166_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090668	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090668			mirs_166	classifiedReads
PRJEB30958	SAMEA5242874	ERS3050276	ERX3151496	ERR3090669	9606	Homo sapiens	Illumina HiSeq 2500	S30_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090669/ERR3090669.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090669/ERR3090669.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090669/mirs_167_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090669/mirs_167_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090669	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090669			mirs_167	classifiedReads
PRJEB30958	SAMEA5242875	ERS3050277	ERX3151497	ERR3090670	9606	Homo sapiens	Illumina HiSeq 2500	S30_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090670/ERR3090670.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090670/ERR3090670.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090670/mirs_168_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090670/mirs_168_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090670	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090670			mirs_168	classifiedReads
PRJEB30958	SAMEA5242876	ERS3050278	ERX3151498	ERR3090671	9606	Homo sapiens	Illumina HiSeq 2500	S30_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090671/ERR3090671.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090671/ERR3090671.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090671/mirs_169_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090671/mirs_169_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090671	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090671			mirs_169	classifiedReads
PRJEB30958	SAMEA5242877	ERS3050279	ERX3151499	ERR3090672	9606	Homo sapiens	Illumina HiSeq 2500	S30_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090672/ERR3090672.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090672/ERR3090672.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090672/mirs_170_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090672/mirs_170_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090672	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090672			mirs_170	classifiedReads
PRJEB30958	SAMEA5242878	ERS3050280	ERX3151500	ERR3090673	9606	Homo sapiens	Illumina HiSeq 2500	S30_T4	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090673/ERR3090673.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090673/ERR3090673.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090673/mirs_171_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090673/mirs_171_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090673	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090673			mirs_171	classifiedReads
PRJEB30958	SAMEA5242879	ERS3050281	ERX3151501	ERR3090674	9606	Homo sapiens	Illumina HiSeq 2500	S30_T5	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090674/ERR3090674.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090674/ERR3090674.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090674/mirs_172_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090674/mirs_172_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090674	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090674			mirs_172	classifiedReads
PRJEB30958	SAMEA5242880	ERS3050282	ERX3151502	ERR3090675	9606	Homo sapiens	Illumina HiSeq 2500	S32_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090675/ERR3090675.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090675/ERR3090675.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090675/mirs_173_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090675/mirs_173_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090675	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090675			mirs_173	classifiedReads
PRJEB30958	SAMEA5242881	ERS3050283	ERX3151503	ERR3090676	9606	Homo sapiens	Illumina HiSeq 2500	S32_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090676/ERR3090676.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090676/ERR3090676.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090676/mirs_174_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090676/mirs_174_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090676	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090676			mirs_174	classifiedReads
PRJEB30958	SAMEA5242882	ERS3050284	ERX3151504	ERR3090677	9606	Homo sapiens	Illumina HiSeq 2500	S32_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090677/ERR3090677.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090677/ERR3090677.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090677/mirs_175_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090677/mirs_175_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090677	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090677			mirs_175	classifiedReads
PRJEB30958	SAMEA5242883	ERS3050285	ERX3151505	ERR3090678	9606	Homo sapiens	Illumina HiSeq 2500	S32_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090678/ERR3090678.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090678/ERR3090678.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090678/mirs_176_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090678/mirs_176_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090678	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090678			mirs_176	classifiedReads
